case_identifier,pp_primary16_2016,pp_demprim16_2016,pp_repprim16_2016,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,race_other_baseline,educ_baseline,child18_baseline,child18num_baseline,job_baseline,employstat2_baseline,industry_baseline,occupationcat_baseline,presvote16post_2016
52460132,2,,3,29,64801,1976,1,1,,6,1,3,,3,54,5,2
52474334,1,1,,6,94952,1952,2,1,,3,2,,,6,,8,1
52476740,4,,,24,21162,1961,2,1,,2,2,,,4,,11,1
52495070,2,,4,12,33967,1957,2,1,,5,1,1,,1,72,3,
52507631,3,,,36,14221,1959,1,3,,6,2,,,1,31,2,2
52511075,2,,4,27,55020,1971,1,1,,5,1,2,,1,52,1,2
52514081,2,,1,6,95630,1976,1,1,,6,1,3,,1,31,1,2
52518614,2,,3,6,90277,1958,1,3,,3,1,1,,4,,3,2
52520999,1,2,,25,2492,1986,2,1,,5,2,,,2,81,6,1
52523900,2,,3,4,85345,1970,1,1,,5,1,2,,1,52,1,2
52553102,4,,,8,81069,1982,2,3,,3,1,3,3,,,9,3
52563110,1,2,,26,48114,1989,2,1,,4,2,,3,,,10,3
52568873,1,1,,50,5672,1956,2,1,,3,2,,,3,44,12,1
52582088,1,2,,25,2703,1960,2,1,,3,2,,,6,,12,1
52598753,1,1,,12,32221,1961,2,2,,3,2,,,7,,9,1
52599344,1,2,,6,94551,1961,2,1,,5,2,,,7,,9,1
52603289,2,,5,27,55372,1947,1,1,,2,2,,,5,,8,2
52604912,2,,1,53,98632,1961,2,1,,2,2,,,1,52,6,2
52633238,1,1,,48,75070,1976,1,6,,6,1,2,,1,31,5,
52635500,1,2,,17,60607,1968,2,1,,6,2,,,1,81,3,1
52695992,1,2,,48,76063,1953,2,1,,3,2,,,7,,9,1
52702088,1,1,,34,8610,1949,2,1,__NA__,5,,,,,,1,1
52740647,3,,,12,33185,1962,1,3,,4,1,1,,1,62,1,2
52751882,1,1,,48,78218,1954,1,3,,3,2,,,1,81,3,1
52771844,3,,,31,68510,1948,1,1,,2,2,,,5,,8,2
52777907,1,2,,26,48912,1989,1,1,,5,,,,2,61,1,1
52778279,1,2,,11,20007,1990,1,1,,3,2,,2,,,10,1
52801202,1,1,,29,65101,1940,2,1,,2,2,,,5,,6,1
52821632,1,1,,17,60640,1972,1,1,,3,2,,,1,54,1,1
52833746,4,,,20,66048,1949,1,1,,5,2,,,5,,8,6
52835894,3,,,6,90017,1978,1,1,,5,2,,,1,51,1,1
52838243,3,,,8,81007,1957,1,3,,3,2,,,3,52,5,2
52883327,3,,,27,55371,1945,1,1,,1,2,,,5,,8,2
52900238,2,,4,48,75044,1962,1,1,,5,1,1,2,,,1,3
52912052,1,2,,6,92115,1968,1,2,,2,2,,,3,71,12,1
52918835,1,1,,34,7501,1974,2,3,,5,2,,3,,,10,3
52939550,1,1,,55,54968,1948,2,1,,4,2,,,5,,8,1
52946780,2,,3,10,19734,1975,2,1,,4,2,,,6,,11,2
52996925,1,4,,55,53209,1956,1,2,,3,2,,,6,,12,1
53000390,2,,1,53,98233,1945,2,1,,2,2,,,2,44,4,2
53007407,1,2,,53,99004,1953,2,1,,3,2,,,6,,9,1
53026910,1,2,,55,53406,1930,2,1,,4,2,,,5,,8,1
53049635,1,2,,47,37064,1948,1,1,,2,2,,,5,,8,1
53051492,2,,2,26,49525,1950,2,1,,6,2,,,5,,8,1
53062718,1,1,,21,42064,1941,1,3,,2,2,,,5,,8,1
53070446,2,,5,48,78382,1961,2,1,,1,2,,,5,,8,
53091425,3,,,47,37130,1967,1,1,,2,1,2,,1,31,1,
53093201,2,,2,13,31411,1943,1,1,,6,2,,,5,,8,6
53097470,2,,3,24,21158,1939,1,1,,6,2,,,5,,8,2
53109209,2,,1,12,32822,1961,1,3,,6,1,1,1,,92,2,2
53110880,1,2,,48,78250,1953,1,3,,3,2,,,1,92,12,1
53118281,4,,,29,63401,1948,2,1,,4,2,,,7,,9,2
53120933,3,,,45,29673,1969,2,2,,4,2,,,1,62,12,1
53152748,2,,3,19,52748,1958,2,1,,3,2,,,6,,9,2
53162387,2,,1,6,95765,1938,1,1,,2,2,,,5,,8,2
53203220,2,,1,53,98597,1970,2,1,,2,1,1,,7,,9,2
53215742,3,,,36,14580,1943,1,1,,3,2,,,5,,1,2
53222882,3,,,42,18930,1952,1,1,,5,1,2,,3,51,5,1
53234036,3,,,48,75229,1934,2,1,,2,2,,,5,,8,1
53241176,3,,,13,30043,1979,2,2,,5,2,,,3,71,12,3
53246285,1,1,,39,45342,1952,2,1,,6,1,1,,1,61,1,1
53246615,2,,1,6,92117,1964,2,1,,4,1,1,,1,92,6,2
53250461,1,1,,36,11105,1964,2,1,,6,2,,,1,54,1,1
53254559,2,,1,29,63361,1959,2,1,,3,2,,,1,92,3,2
53288069,2,,3,12,34983,1963,2,1,,5,1,1,,1,81,1,2
53290823,3,,,39,43061,1952,2,1,,2,2,,,1,81,12,
53291135,2,,1,36,14120,1956,1,1,,6,2,,,1,81,12,2
53297963,2,,1,25,1960,1960,2,1,,3,1,2,,3,23,5,2
53299895,3,,,23,4259,1948,2,1,,2,2,,,7,,9,1
53299979,1,1,,21,40004,1959,1,7,german american,2,1,2,,1,31,12,1
53301362,2,,2,6,94558,1949,2,1,,4,2,,,5,,9,1
53302148,1,1,,24,21740,1945,1,1,,2,2,,,1,72,3,1
53308433,1,1,,6,93306,1947,1,3,,3,2,,,5,,7,1
53319752,2,,1,6,95618,1964,1,1,,3,2,,,7,,9,2
53328758,1,1,,42,18088,1958,2,1,,3,2,,,7,,9,1
53339858,2,,6,36,10509,1952,2,1,,5,2,,,3,44,5,2
53340983,1,2,,6,90602,1978,2,1,,5,2,,1,,61,1,1
53341001,1,1,,15,96815,1954,2,1,,6,2,,,7,,9,1
53347382,3,,,17,62220,1962,2,1,,2,2,,,6,,12,
53347445,2,,3,39,44139,1967,1,1,,2,1,2,,1,31,1,2
53351954,1,1,,48,78225,1961,2,1,,3,2,,,1,44,6,1
53375288,2,,2,49,84092,1960,1,1,,6,1,1,,1,52,2,1
53389343,2,,2,39,44124,1957,2,1,,5,2,,,1,62,6,2
53390453,3,,,13,30316,1985,2,2,,6,2,,3,,,10,1
53391686,1,2,,9,6068,1931,2,1,,3,2,,,3,71,2,1
53396876,1,1,,13,30121,1967,1,1,,6,2,,,1,62,1,1
53399468,3,,,26,49508,1954,2,1,,4,2,,,5,,8,2
53401100,4,,,24,21213,1953,2,2,,2,2,,,6,,12,1
53401295,3,,,25,1201,1963,2,1,,3,2,,,6,,9,1
53402636,2,,3,36,12303,1971,1,1,,3,1,1,,2,92,12,3
53404124,2,,1,32,89117,1949,1,1,,4,2,,,5,,8,2
53420018,3,,,36,14214,1957,2,2,,5,2,,,6,,,1
53434817,1,1,,48,79072,1943,1,3,,2,2,,,5,,8,1
53443820,1,2,,36,13606,1957,2,1,,3,2,,,1,81,4,2
53473574,3,,,22,70788,1957,1,1,,2,2,,,1,31,1,
53475386,3,,,37,27909,1958,1,1,,4,2,,,1,44,6,1
53509916,2,,1,18,47403,1931,2,1,__NA__,2,,,,,,8,2
53511983,2,,2,12,34472,1946,2,1,,3,2,,,5,,8,2
53513195,2,,1,13,30215,1969,1,1,,2,2,,,6,,8,2
53522939,2,,3,29,65625,1966,1,1,,2,,,,,44,,2
53527535,2,,3,39,43725,1961,1,1,,2,2,,,4,,12,2
53529515,2,,2,49,84003,1966,1,1,,5,1,4,,1,62,4,5
53536865,2,,3,12,33917,1971,2,3,,3,1,2,,7,,9,2
53559350,1,2,,30,59037,1954,1,1,,5,2,,,3,21,1,2
53564285,1,2,,9,6105,1952,1,1,,6,2,,,5,,3,1
53580707,3,,,10,19711,1957,1,1,,5,2,,,1,52,1,2
53583140,1,1,,12,32174,1959,1,1,,2,2,,,4,,,1
53590442,1,2,,36,10032,1983,1,1,,5,2,,,1,71,12,4
53609006,2,,1,29,63012,1962,1,1,,3,2,,,3,23,2,2
53621162,2,,1,6,92024,1940,2,1,,2,2,,,7,,9,2
53631902,1,2,,42,18635,1959,1,1,,6,2,,,3,81,12,2
53632187,1,1,,6,93065,1966,1,6,,5,2,,,1,52,1,1
53638946,3,,,31,68137,1958,1,7,I an An AMERICAN,3,2,,,1,54,1,2
53649524,1,1,,27,55038,1948,2,1,,4,2,,,1,81,5,1
53651240,2,,1,53,98682,1952,1,1,,5,1,1,,1,31,1,2
53656625,2,,1,42,19020,1948,2,1,,2,2,,,5,,6,2
53658125,3,,,12,32966,1964,2,1,,3,2,,,1,92,1,1
53668613,3,,,6,92648,1942,1,1,,6,2,,,5,,8,1
53699360,1,1,,53,98178,1929,2,1,,2,2,,,5,,8,1
53699987,2,,1,12,32308,1968,1,1,,5,1,1,,1,52,5,2
53712011,3,,,27,55316,1945,2,1,,2,2,,,5,,8,2
53721335,1,1,,24,21133,1945,1,2,,1,2,,,5,,8,1
53730485,2,,4,2,99501,1983,1,1,,3,2,,3,,,3,6
53734289,2,,3,34,7033,1960,1,1,,6,2,,,1,81,12,6
53736143,3,,,12,34205,1959,2,1,,2,2,,,6,,12,2
53748032,2,,2,39,45249,1942,1,1,,3,2,,,3,71,12,2
53771393,3,,,19,50501,1957,2,1,,4,2,,,1,92,12,1
53772959,2,,5,54,25306,1984,1,1,,2,,,,1,72,12,6
53778596,1,1,,39,43964,1946,2,1,,2,2,,,5,,9,1
53780999,2,,3,51,22102,1986,2,1,,5,2,,,2,81,6,2
53799053,2,,2,26,48178,1956,1,1,,5,1,2,,4,,11,2
53831378,2,,1,18,47977,1952,2,1,,4,2,,,5,,8,2
53843291,1,1,,27,55063,1949,1,1,,4,2,,,1,92,1,1
53848019,2,,3,49,84107,1988,2,1,,3,2,,1,,52,6,5
53854535,1,2,,41,97236,1950,1,1,,3,2,,,5,,8,1
53865233,2,,1,45,29485,1959,2,1,,4,2,,,6,,11,2
53866883,1,2,,4,85302,1935,2,1,,2,2,,,5,,8,3
53871908,1,1,,36,10304,1953,1,1,,6,2,,,5,,3,1
53895875,2,,3,33,3867,1962,2,1,,5,2,,,1,81,6,6
53898137,3,,,42,18519,1957,1,1,,2,2,,,1,92,7,2
53909462,2,,1,34,8889,1952,2,1,,4,2,,,7,,9,2
53926847,2,,3,40,74403,1990,1,1,,3,2,,,1,81,1,3
53932247,1,2,,26,48915,1983,2,1,,5,2,,1,,61,1,1
53982635,2,,1,53,98335,1944,1,1,,4,2,,,5,,,2
54002297,2,,1,12,32738,1948,2,1,,2,2,,,7,,9,2
54038969,3,,,4,85204,1956,1,1,,6,1,1,,3,54,2,2
54056762,1,2,,25,1201,1937,2,1,,5,2,,,5,,8,1
54057383,3,,,36,11216,1950,1,2,,3,2,,,4,,11,1
54058382,1,1,,26,48220,1979,2,1,,5,2,,,1,61,12,1
54065504,2,,1,26,48117,1967,2,5,,4,2,,,1,54,1,2
54073772,1,1,,54,25045,1940,2,1,,2,,,,5,,6,7
54075017,3,,,29,63376,1948,2,1,,3,2,,,1,42,5,1
54076520,2,,1,39,45042,1958,2,1,,4,2,,,6,,9,2
54083264,1,1,,17,60110,1964,2,1,,2,1,2,,1,61,1,1
54088859,3,,,48,77093,1945,2,1,,1,2,,,2,81,12,2
54092057,2,,1,6,93401,1945,2,1,,3,2,,,5,,1,2
54106586,1,1,,12,33844,1948,2,2,,2,2,,,7,,12,1
54107762,3,,,17,61401,1956,1,1,,2,2,,,1,92,6,1
54109535,2,,1,41,97404,1981,2,1,,5,2,,,1,92,,2
54110597,2,,1,13,31096,1979,1,1,,2,1,1,,1,42,4,2
54113843,2,,2,42,18471,1954,1,1,,3,2,,,3,54,5,2
54117638,2,,1,12,32119,1948,1,1,,5,2,,,5,,8,2
54120896,2,,1,23,4563,1966,1,1,,3,2,,,1,52,3,2
54121880,3,,,31,68134,1960,2,2,,3,2,,,1,54,12,1
54125579,2,,1,17,60462,1953,2,1,,5,2,,,2,61,12,2
54130286,1,1,,48,77089,1947,1,3,,3,2,,,5,,8,1
54135074,3,,,34,8527,1957,2,1,,6,2,,,1,62,1,1
54135389,3,,,1,36009,1968,1,1,,4,1,,,1,21,1,2
54154949,2,,2,42,19033,1967,2,1,,2,1,1,,7,,9,2
54158087,3,,,36,13850,1960,2,1,,5,2,,,7,,9,1
54167018,2,,1,39,44314,1965,2,1,,2,2,,,2,44,12,2
54188942,2,,3,36,12803,1989,1,1,,4,1,1,,1,92,7,3
54202469,3,,,36,11701,1974,2,5,,5,2,,,2,61,12,1
54224684,2,,3,21,42001,1976,1,1,,6,2,,1,,,3,2
54276182,1,2,,42,18704,1956,1,1,,4,2,,,1,48,12,1
54302996,1,2,,12,32257,1975,2,1,,5,1,3,,2,61,12,1
54323216,1,2,,49,84102,1979,1,1,,5,2,,,1,61,3,1
54329894,1,2,,36,11566,1932,2,1,,6,2,,,5,,8,2
54347336,1,1,,53,98133,1979,1,1,,6,2,,,1,52,1,1
54389105,2,,4,25,1906,1947,2,1,,6,2,,,5,,8,2
54414167,1,1,,51,23223,1969,2,1,,6,2,,,1,92,1,1
54421418,1,1,,12,34608,1960,1,1,,2,2,,,1,48,3,2
54421598,3,,,51,22303,1964,1,1,,6,2,,,1,92,7,1
54422996,3,,,12,33009,1958,1,1,,1,2,,,5,,8,4
54423206,3,,,29,65810,1936,2,1,,2,2,,,5,,8,1
54423710,1,2,,26,48374,1955,2,1,,2,2,,,1,54,1,2
54425081,1,3,,32,89032,1939,2,1,,2,2,,,5,,4,2
54428336,1,2,,6,92694,1949,2,1,,1,2,,,5,,8,1
54434396,2,,3,13,30711,1963,1,1,,2,1,1,,1,31,12,2
54436388,2,,1,12,33321,1975,2,1,,6,2,,,1,48,4,2
54450368,1,1,,12,33308,1954,2,1,,6,2,,,8,,12,1
54459680,2,,1,17,62702,1973,1,1,,3,2,,,1,72,3,3
54465140,4,,,36,11590,1963,2,1,,5,1,3,,7,,1,2
54469721,2,,1,18,47725,1987,1,1,,3,2,,,3,44,1,2
54470045,2,,4,12,34771,1961,2,1,,6,1,1,,1,92,2,2
54471944,2,,1,34,8551,1943,2,1,,2,2,,,5,,8,2
54477593,2,,3,12,32720,1952,1,1,,3,2,,,1,92,2,2
54479300,2,,1,12,32506,1965,1,3,,2,2,,,1,31,1,2
54481037,2,,4,25,2571,1945,1,1,,6,2,,,5,,8,2
54483863,2,,4,47,38120,1937,1,1,,5,2,,,5,,2,2
54488519,1,1,,13,30134,1950,1,,,3,2,,,4,,11,
54506840,3,,,13,30252,1963,1,1,,2,2,,,4,,4,
54507419,2,,1,12,33305,1939,1,1,,2,2,,,5,,2,2
54518228,2,,3,42,17847,1962,1,1,,6,2,,,1,61,1,2
54529184,3,,,39,43213,1965,2,1,,1,2,,,2,81,12,1
54534359,2,,3,48,76705,1969,1,6,,3,2,,,1,44,4,2
54535007,2,,1,6,93063,1943,2,1,,1,2,,,8,,6,2
54543830,2,,1,12,33139,1967,2,1,,6,2,,,3,81,5,2
54551726,3,,,50,5851,1952,2,1,,2,2,4,,3,31,5,2
54553295,1,1,,8,80015,1960,2,3,,3,2,,,1,81,4,2
54560714,3,,,32,89015,1963,2,1,,2,2,,,1,44,3,2
54563429,2,,3,48,75167,1939,1,1,,2,2,,,5,,8,2
54571796,1,1,,6,90505,1959,2,1,,5,2,,,3,81,5,1
54573170,2,,4,22,70001,1967,1,1,,4,2,,,1,72,2,2
54584516,2,,2,37,28031,1959,2,1,,5,2,,,1,81,4,1
54589880,3,,,51,23320,1951,1,1,,2,2,,,5,,7,2
54589925,1,1,,12,32084,1965,2,1,,4,2,,3,,,10,1
54590513,3,,,34,8080,1959,1,1,,4,1,2,,1,31,1,2
54595184,1,1,,13,30253,1950,1,2,,5,2,,,1,54,3,1
54598496,3,,,39,44643,1966,2,1,,2,1,1,,7,,9,
54607592,1,2,,1,35128,1953,2,2,,4,2,,,2,81,12,1
54626096,2,,1,23,4086,1965,1,1,,3,1,2,,1,81,1,2
54637994,2,,1,6,91016,1949,1,1,,4,2,,,1,54,1,2
54640058,3,,,27,56347,1950,1,1,,6,2,,,5,,8,1
54642752,3,,,6,94598,1988,1,1,__NA__,5,2,,2,,,10,
54643586,2,,2,1,36117,1961,1,1,,6,1,1,,1,92,1,1
54650315,4,,,29,64503,1984,2,1,,2,1,3,,7,,9,1
54664307,3,,,48,77092,1961,2,1,,4,2,,,3,81,5,1
54710804,2,,5,13,31329,1948,1,7,Son of Adam,1,2,,,5,,8,2
54711122,2,,3,39,44905,1953,2,1,,2,2,,,1,72,12,1
54713450,1,1,,20,67416,1950,2,1,,4,2,,,7,,9,1
54725510,1,1,,25,1904,1959,1,1,,3,2,,,6,,8,1
54725648,1,2,,13,30083,1945,2,1,__NA__,3,,,,3,81,5,2
54732101,2,,3,12,33013,1988,1,3,,3,2,,2,,,7,3
54734282,1,1,,26,48187,1949,2,1,,6,2,,,5,,8,1
54739958,1,2,,36,13147,1958,1,6,,6,2,,,1,61,2,4
54742631,1,2,,12,32789,1965,2,1,,5,2,,,1,54,12,1
54743462,2,,1,25,1923,1963,1,1,,3,2,,,1,48,1,2
54752981,1,1,,42,15202,1962,1,1,,5,1,1,,1,48,3,2
54758294,1,1,,26,49506,1958,1,1,,6,2,,,1,81,2,1
54761636,1,1,,51,23060,1979,2,1,,5,1,4,,1,51,2,1
54766193,2,,4,48,75087,1943,2,1,,3,2,,,5,,8,2
54766244,3,,,18,47201,1956,2,1,__NA__,2,2,,,1,44,4,3
54777503,3,,,36,14075,1935,2,1,,2,2,,,5,,8,2
54786623,1,2,,42,18015,1989,1,1,,5,2,,,1,51,6,1
54792677,2,,5,18,46825,1957,2,1,,6,2,,1,,61,1,2
54812612,2,,6,41,97005,1953,1,1,,2,2,,,5,,8,2
54823502,2,,1,21,42127,1954,1,1,,3,2,,,5,,12,2
54836354,2,,2,25,2180,1980,1,1,,5,2,,,1,54,2,6
54837638,1,1,,25,2081,1948,2,1,,5,2,,,1,62,3,1
54876491,1,1,,42,19095,1942,1,2,,2,2,,,5,,8,1
54876719,1,1,,48,78577,1947,2,3,,1,2,,,5,,8,1
54881120,2,,4,19,50050,1983,1,1,,6,2,,,4,,1,2
54908468,2,,2,17,61925,1964,1,1,,4,1,1,,1,72,2,2
54911789,2,,1,17,60152,1969,2,1,,2,2,,,1,44,4,4
54913166,2,,1,47,37920,1953,1,1,,6,2,,,4,,1,2
54920234,3,,,17,60504,1951,2,1,,2,2,,,7,,9,
54923414,1,2,,36,14224,1949,1,1,,4,2,,,8,,12,2
54923873,3,,,47,37820,1953,1,1,,3,2,,,1,11,12,1
54931847,1,1,,6,90046,1990,2,1,,3,2,,2,,,10,1
54937160,3,,,5,72032,1946,2,2,,2,2,,,6,,12,1
54943904,3,,,12,34759,1956,2,3,,2,2,,,6,,9,1
54957182,2,,1,48,77656,1949,1,1,,5,2,,,4,,11,2
54969506,2,,1,51,23452,1968,2,1,,2,1,1,,1,92,7,2
54997964,3,,,13,31008,1959,1,1,,1,2,,,4,,11,2
55009457,2,,1,6,90631,1953,2,1,,2,2,,,1,52,6,2
55017317,2,,3,37,28043,1948,2,1,,3,2,,,6,,12,2
55028426,2,,1,6,93306,1936,1,1,,3,2,,,5,,3,2
55040360,1,1,,48,77053,1952,2,2,,2,2,,,5,,8,1
55056572,3,,,51,23602,1944,2,6,,3,2,,,3,62,12,2
55082990,1,2,,17,60403,1954,2,1,,5,2,,,6,,12,1
55087445,1,3,,41,97759,1947,1,1,,5,2,,,5,,8,2
55104803,1,1,,42,18104,1938,1,1,,5,2,,,5,,3,1
55121183,1,1,,6,95207,1946,2,2,,4,2,,,7,,8,1
55127504,3,,,26,48457,1947,2,1,,2,2,,,5,,9,1
55130855,3,,,32,89503,1948,1,1,,4,2,,,1,48,12,2
55133999,2,,3,48,77706,1955,2,3,,2,2,,,1,62,12,1
55139009,1,2,,39,44125,1975,2,2,,5,1,1,3,,,11,1
55157282,3,,,55,53147,1955,2,1,,2,2,,,2,51,6,
55163099,3,,,19,52761,1956,2,1,,3,2,,,1,31,12,2
55163279,1,2,,23,4101,1963,1,1,,2,2,,,6,,12,1
55163681,1,2,,51,24019,1977,2,1,,4,1,2,,7,,9,1
55166081,3,,,41,97128,1953,2,1,,3,2,,,1,44,4,2
55172969,1,2,,6,90025,1972,2,1,,6,2,,,1,61,3,1
55174313,1,2,,26,48108,1953,1,2,,3,2,,,1,,1,1
55175057,2,,5,6,91202,1967,2,1,,6,2,,,1,62,3,1
55180526,3,,,29,65109,1982,2,1,,2,1,2,,7,,9,1
55184291,2,,3,34,7863,1954,1,1,,5,2,,,1,54,2,2
55184891,1,1,,33,3446,1944,2,1,,2,2,,,5,,8,1
55203074,1,1,,42,19342,1930,1,1,,3,2,,,5,,8,1
55203284,1,1,,24,21207,1966,2,2,,3,1,3,1,,44,4,1
55211861,2,,1,12,34667,1950,1,1,,5,2,,,1,48,2,2
55279604,1,2,,40,73132,1963,1,1,,4,2,,,6,,8,1
55280363,2,,3,48,78638,1937,1,1,,1,2,,,5,,12,2
55285331,2,,3,25,2719,1949,1,1,,5,2,,,5,,8,2
55293137,2,,3,39,45005,1965,1,1,,2,1,1,,1,81,1,2
55393289,2,,3,27,55343,1967,2,1,,5,2,,,1,52,1,5
55397642,3,,,34,8721,1951,2,1,,6,2,,,1,62,1,2
55410377,3,,,12,32119,1942,1,1,,3,2,,,5,,1,2
55430246,2,,1,6,93555,1930,1,1,,2,2,,,5,,8,2
55442303,3,,,17,62056,1957,2,1,,2,2,,,3,81,5,2
55446110,1,2,,36,14850,1943,2,1,,2,2,,,5,,6,4
55459256,3,,2,5,72744,1974,1,1,,5,2,,1,,,12,2
55470482,1,1,,6,95451,1955,2,1,,6,2,,,1,61,1,1
55478606,4,,,6,90045,1956,2,2,,3,2,,,1,92,6,6
55479740,2,,3,12,33881,1949,1,1,,5,2,,,5,,3,2
55491605,1,1,,48,79936,1958,1,3,,3,1,1,,8,,8,1
55495961,3,,,27,56560,1961,1,1,,4,2,,,1,44,4,1
55500683,2,,1,53,98532,1963,1,1,,4,2,,,1,44,4,2
55502444,1,2,,12,34668,1953,2,1,,5,2,,,1,92,1,2
55513877,2,,2,26,49306,1970,1,1,,2,1,1,,1,92,12,2
55524581,2,,3,18,47362,1953,2,1,,5,1,2,,1,52,6,2
55531256,3,,,1,36066,1964,2,1,,5,1,1,,7,,9,1
55537958,4,1,,20,66102,1965,2,1,,6,2,,1,,,1,1
55538864,1,1,,42,15905,1959,2,1,,2,2,,,6,,8,2
55560590,3,,,17,60416,1974,2,1,,3,2,,,1,62,12,1
55567694,1,1,,36,10033,1974,1,2,,6,2,,,4,,11,1
55583885,1,2,,42,17057,1983,2,4,,5,2,,,1,92,6,4
55605062,1,2,,42,19504,1951,2,1,,3,2,,,6,,11,2
55612178,2,,1,18,46356,1955,2,1,,2,2,,,2,81,12,2
55622534,3,,,29,63845,1961,2,1,,3,2,,3,,,11,2
55636454,1,1,,27,55044,1959,1,1,,1,1,,,1,72,2,1
55647227,1,1,,42,19150,1951,2,2,,2,2,,,2,81,12,1
55662260,1,2,,37,28711,1942,1,1,,5,2,,,1,81,1,1
55663454,1,2,,5,72601,1948,2,1,,2,2,,,6,,8,1
55671362,1,1,,12,32754,1975,2,1,,2,1,2,,7,,9,1
55678016,2,,1,36,11757,1951,2,1,,6,2,,,1,81,1,2
55680479,2,,1,12,33193,1959,2,3,,4,1,1,,1,52,1,2
55683605,1,3,,12,33625,1944,2,1,,2,2,,,2,44,4,2
55689479,3,,,36,11365,1956,1,1,,2,2,,,1,,12,2
55696457,2,,1,6,94558,1944,1,1,,1,2,,,5,,3,2
55698611,1,1,,36,10016,1959,2,3,,3,2,,,2,52,3,
55700141,3,,,48,75023,1936,1,1,,4,2,,,3,81,5,
55705748,2,,1,12,32640,1944,1,1,,3,2,,,5,,1,2
55724414,1,2,,17,60610,1955,2,2,,3,2,,,3,81,5,1
55726235,1,2,,28,38614,1948,2,2,,4,1,2,,1,62,9,1
55741760,1,1,,19,50010,1973,2,1,,3,2,,,7,,9,1
55752854,2,,5,42,17404,1964,1,1,,4,2,,,1,42,1,2
55761032,3,,,49,84015,1978,1,1,,5,1,2,,1,51,3,
55773263,1,2,,17,60515,1966,1,6,,5,1,1,2,,,1,1
55780160,3,,,12,33903,1973,2,1,,1,1,4,,7,,9,2
55781417,1,2,,37,27944,1955,2,1,,4,2,,,2,44,4,1
55787771,3,,,42,15144,1978,1,1,,4,1,1,,1,81,12,2
55788539,1,1,,34,7081,1941,2,2,,5,1,1,,5,,8,1
55794158,3,,,27,56288,1961,2,1,,4,2,,,1,51,2,2
55804802,2,,2,17,60448,1943,1,1,,6,2,,,2,61,12,1
55846013,1,2,,4,85382,1957,2,1,,3,2,,,8,,8,1
55851119,1,1,,12,32164,1964,2,1,,6,2,,,1,92,1,1
55851959,3,,,12,33707,1942,2,1,,2,2,,,5,,8,2
55853132,1,1,,48,76302,1984,2,3,,2,1,1,,1,72,2,1
55857362,3,,,51,22191,1970,1,2,,6,2,,,1,92,2,2
55867937,2,,2,55,54971,1937,1,1,,6,2,,,5,,8,3
55876352,2,,3,16,83318,1959,2,1,,3,2,,,2,92,12,2
55884428,3,,,35,87114,1940,1,1,,5,2,,,8,,12,1
55889012,3,,,53,98362,1965,2,1,,3,1,1,,3,81,5,
55902347,1,2,,27,55129,1972,1,1,,4,2,,,1,44,2,1
55903580,1,1,,48,76040,1980,2,1,,5,2,,,1,52,1,
55904702,1,1,,42,15210,1946,2,1,,2,2,,,5,,8,1
55916852,2,,1,12,34453,1982,1,1,,5,1,2,,1,44,1,2
55924844,1,2,,42,17728,1956,2,1,,5,2,,,6,,,4
55933241,2,,4,48,75041,1948,2,1,,6,2,,,7,,9,2
55934801,3,,,34,8721,1955,2,1,,4,2,,,7,,11,2
55936097,2,,1,6,93285,1944,2,1,,2,2,,,5,,3,2
55947713,1,2,,50,5701,1938,2,1,,3,2,,,1,81,6,2
55951250,1,1,,36,11209,1971,1,1,,5,2,,,1,81,3,1
55974104,2,,3,6,93611,1983,2,1,,4,2,,,1,62,2,2
55979885,1,1,,24,20895,1974,2,3,,5,1,1,1,,,6,1
55981664,1,1,,36,10701,1956,2,2,,3,2,,,2,54,6,1
55983401,3,,,27,55114,1950,1,2,,3,2,,,,,11,1
55984502,2,,1,26,48049,1940,2,1,,2,2,,,5,,8,2
55988876,3,,,39,45217,1981,2,1,,5,1,2,,1,54,1,
55990394,1,1,,26,48341,1939,2,2,,5,2,,,2,81,6,1
55992806,3,,,48,75773,1945,1,1,,3,2,,,1,81,6,1
55995830,1,1,,11,20003,1986,1,1,,6,2,,,1,81,5,1
56012261,2,,1,55,53590,1949,2,1,,5,2,,,2,61,1,2
56025233,1,1,,53,98006,1978,2,2,,5,2,,,1,81,1,1
56029856,3,,,19,50701,1950,2,1,,5,2,,,1,62,1,1
56033258,3,,,53,99206,1965,2,1,,5,1,2,,1,81,6,6
56034935,2,,1,17,60506,1964,1,1,,2,2,,,1,81,1,2
56064233,1,1,,48,76541,1960,1,2,,2,2,,,6,,11,1
56066255,3,,,24,21226,1966,1,6,,4,1,1,,1,81,3,2
56075561,1,2,,10,19701,1944,2,1,,2,2,,,5,,8,1
56078306,2,,1,48,78641,1955,2,1,,2,2,,,2,48,6,2
56080574,3,,,48,75165,1954,1,2,,3,2,,,6,,12,1
56086268,2,,1,5,72058,1957,1,1,,3,2,,,1,44,1,2
56096138,3,,,48,77388,1950,2,1,,2,2,,,5,,8,2
56104580,3,,,26,48910,1991,2,1,,3,2,,2,,,10,1
56106104,1,2,,17,60438,1964,2,2,,5,2,,,4,,1,1
56116748,2,,1,51,24324,1933,2,1,,2,2,,,5,,8,2
56116877,1,2,,36,12205,1941,2,1,,6,2,,,2,81,6,1
