case_identifier,pp_primary16_2016,pp_demprim16_2016,pp_repprim16_2016,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,race_other_baseline,educ_baseline,child18_baseline,child18num_baseline,job_baseline,employstat2_baseline,industry_baseline,occupationcat_baseline,presvote16post_2016
48416300,1,2,,5,72865,1958,1,1,,3,,,,6,,8,2
48427976,2,,3,12,32317,1981,1,1,,4,2,,,1,81,1,2
48430865,2,,4,25,2476,1968,1,1,,3,1,2,,3,71,2,2
48432284,1,1,,17,60148,1939,2,1,,5,2,,,5,,8,1
48435098,1,1,,37,28403,1969,2,7,prefer not to answer,5,2,,,1,81,6,1
48437411,3,,,23,4860,1959,1,1,,2,1,1,1,,,5,2
48451259,1,1,,24,21774,1966,2,1,,3,2,,,1,81,12,1
48460070,2,,2,39,44212,1965,1,1,,5,1,1,,1,54,1,2
48461627,3,,,6,92359,1984,2,1,,3,2,,1,,61,6,2
48466436,3,,,40,73036,1959,2,1,,1,2,,,4,,11,
48474167,2,,3,35,88012,1977,2,1,,4,1,2,,7,,9,3
48499085,1,2,,30,59701,1972,2,1,,3,2,,,1,62,6,1
48500429,2,,1,37,27882,1960,2,1,,2,2,,,5,,8,2
48518297,2,,3,55,53015,1960,1,1,,2,2,,,1,81,6,2
48524903,2,,1,4,85614,1936,1,1,,5,2,,,5,,8,2
48525896,1,1,,17,61401,1947,2,1,,2,2,,,4,,11,2
48527045,3,,,13,30263,1955,2,6,,5,1,1,,1,62,1,1
48561653,2,,4,49,84664,1962,1,1,,3,2,,,1,61,3,2
48577919,3,,,13,30002,1948,1,1,,6,2,,,1,54,1,1
48580424,2,,3,48,79407,1947,1,,,,2,,,5,,8,2
48586052,2,,4,12,32808,1953,1,1,,3,2,,,4,,3,2
48587981,2,,3,39,45140,1963,1,,,6,1,2,,1,54,3,6
48608942,1,1,,36,14206,1957,2,1,,2,2,,,7,,9,1
48612128,1,1,,36,10003,1945,2,1,,6,2,,,4,,1,1
48613514,2,,1,48,75071,1963,1,6,,5,2,,,3,54,1,2
48642440,2,,1,18,47952,1943,2,1,,2,2,,,7,,9,2
48642998,1,1,,47,37076,1982,2,1,,5,2,,,1,61,1,1
48647915,3,,,12,32909,1956,2,1,,3,1,1,,4,,11,
48653234,2,,1,51,23322,1972,1,1,,5,1,2,1,,92,7,2
48661196,3,,,35,87107,1955,2,3,,2,2,,,1,54,6,2
48669680,1,2,,42,18042,1972,2,1,,2,2,,,7,,9,1
48687200,4,,,18,47802,1967,2,1,,3,2,,,1,81,1,
48701768,1,1,,26,49423,1934,2,1,,2,2,,,5,,8,1
48706301,2,,5,39,45069,1954,1,7,human,4,2,,,1,81,1,2
48710711,1,4,,29,64080,1962,2,1,,2,1,2,,7,,9,2
48721880,1,2,,26,48420,1954,1,1,,3,2,,,1,48,1,1
48727247,2,,4,27,55125,1939,1,1,,6,2,,,5,,8,1
48733814,4,,,6,93423,1939,1,1,,3,2,,,5,,2,1
48750821,2,,4,12,32033,1938,2,1,,3,2,,,5,,4,2
48771656,2,,3,45,29687,1960,1,1,,2,2,,,3,23,5,2
48776015,2,,4,51,23514,1957,1,1,,3,2,,,1,92,2,2
48776162,4,,,19,50273,1943,1,1,,3,2,,,5,,1,2
48779834,1,2,,17,60202,1953,2,1,,6,1,1,,1,51,1,1
48781388,1,1,,6,91326,1959,2,1,,6,2,,,1,61,12,1
48786047,1,2,,47,37167,1954,1,1,,1,2,,,6,,8,1
48788690,3,,,36,14437,1988,2,1,,1,1,1,,7,,9,3
48791684,1,1,,26,48910,1964,2,1,,6,2,,,8,,1,1
48802877,1,2,,4,85704,1952,1,1,,6,2,,,1,62,3,1
48804971,2,,2,12,32976,1939,1,1,,6,2,,,5,,2,2
48811388,2,,3,48,78624,1968,2,1,,2,2,,,2,11,6,2
48815489,1,1,,21,40272,1937,1,1,,3,2,,,5,,8,1
48846068,2,,3,22,70002,1941,2,1,,6,2,,,5,,8,2
48851306,2,,1,36,12771,1961,2,1,,3,1,1,,4,,11,2
48858092,1,1,,37,28405,1932,2,2,,5,2,,,5,,8,1
48862739,1,2,,32,89123,1987,1,1,,5,2,,,2,23,4,6
48880685,1,2,,42,18702,1953,2,1,,5,2,,,3,81,12,1
48891437,1,2,,29,63068,1950,1,1,,3,2,,,1,52,1,1
48907610,2,,3,6,92587,1978,1,1,,6,1,2,,1,61,3,6
48909887,3,,,23,4769,1954,1,1,,3,2,,,1,51,6,1
48911384,1,2,,12,32086,1982,1,1,,5,2,,,1,52,1,1
48918602,1,1,,48,78577,1951,2,3,,5,2,,,5,,8,1
48927608,3,,,40,74875,1964,1,1,,5,2,,,4,,1,
48951203,2,,2,39,45247,1953,2,1,,4,2,,,7,,9,2
48951863,1,2,,17,60201,1957,1,7,black/cherokee native,3,2,,,8,,5,1
48953024,1,2,,12,33319,1944,2,1,,2,2,,,5,,8,1
48961379,3,,,1,35179,1969,1,1,,1,2,,,6,,1,
48971363,1,1,,12,33904,1973,1,1,,5,2,,,1,62,3,1
48977684,2,,3,16,83854,1963,1,1,,3,1,2,,1,81,12,2
48980573,2,,1,50,5679,1950,1,1,,5,2,,,5,,8,6
49003307,2,,1,53,98682,1958,1,1,,3,2,,,1,48,1,2
49026176,3,,,6,95650,1962,2,1,,4,1,2,,2,52,12,2
49026368,2,,1,51,23464,1948,2,1,,4,2,,,2,81,6,2
49026626,1,1,,48,75006,1971,1,2,,5,2,,,1,52,1,1
49041812,2,,3,4,86325,1943,1,1,,5,2,,,5,,8,2
49045157,2,,1,26,48047,1967,2,1,,5,1,2,,7,,9,2
49061684,2,,1,41,97132,1963,1,6,,1,2,,,1,48,1,2
49062398,2,,3,17,60622,1960,2,3,,5,2,,,1,54,1,6
49063430,3,,,6,90803,1956,1,7,Human,6,2,,,8,,12,
49065416,2,,3,51,22153,1964,1,1,,4,1,2,1,,92,7,2
49073246,2,,1,42,16881,1966,2,1,,3,1,2,,2,61,6,2
49084817,3,,,13,30315,1968,2,2,,2,1,3,,4,,,1
49107281,1,2,,41,97368,1962,1,1,,5,2,,,3,81,5,2
49112639,2,,3,27,55016,1961,2,1,,4,2,,,1,62,1,2
49114079,2,,1,39,45103,1941,1,1,,2,2,,,5,,8,2
49115735,1,1,,53,98092,1944,2,1,,1,2,,,5,,8,1
49138916,2,,1,47,38556,1949,2,1,,3,2,,,1,62,1,2
49157495,1,1,,1,35470,1988,2,2,,5,2,,2,,,10,1
49166747,2,,2,37,27265,1963,1,1,,6,2,,,3,62,1,3
49168280,2,,3,6,95054,1972,2,1,,3,1,3,,2,81,9,2
49169753,2,,1,55,53142,1961,1,1,,3,2,,,1,92,12,2
49171157,2,,4,48,77845,1986,2,1,,6,2,,,1,92,3,6
49172612,3,,,36,10011,1952,1,1,,6,2,,,1,61,2,
49174544,1,2,,6,93535,1950,2,1,,3,1,2,,3,81,5,1
49177253,1,2,,6,95120,1987,1,4,,5,2,,,1,92,1,6
49179962,1,1,,46,57701,1958,1,1,,3,2,,,1,81,6,1
49191230,2,,1,34,8527,1967,1,1,,2,2,,,4,,11,2
49199357,2,,3,35,87109,1948,1,1,,5,2,,,1,23,1,2
49211474,3,,,49,84109,1975,1,4,,6,2,,,1,62,1,
49224581,2,,1,6,92395,1946,1,2,,5,2,,,5,,4,2
49236770,1,2,,42,15063,1988,1,1,__NA__,2,,,,,,,1
49237115,3,,,37,27577,1978,1,1,,5,1,2,,1,42,4,1
49273532,2,,3,5,72736,1966,1,6,,5,1,6,,3,51,5,2
49276307,2,,3,53,98203,1958,1,1,,4,2,,,4,,1,2
49277342,3,,,22,70131,1940,1,4,,6,2,,,5,,8,1
49279238,2,,4,12,33928,1934,2,1,,5,2,,,5,,12,2
49291031,1,2,,12,34668,1959,1,1,,2,2,,,1,23,12,2
49295867,1,2,,47,37917,1980,1,1,,5,2,,,1,62,6,1
49298438,2,,3,6,96001,1977,2,1,,3,1,1,,7,,9,2
49298858,2,,3,51,23061,1960,2,7,amerocam,6,1,1,,2,62,1,2
49315658,2,,1,54,25064,1938,2,1,,2,2,,,7,,9,2
49317584,2,,3,21,42078,1986,1,1,,3,2,,,1,42,4,2
49375679,1,3,,2,99709,1931,2,1,,2,2,,,5,,4,2
49406456,3,,,34,8902,1964,1,1,,5,2,,,2,92,6,1
49407044,1,2,,39,45140,1980,1,1,,2,2,,,6,,12,1
49420292,2,,3,16,83854,1959,1,1,,3,2,,,2,23,12,2
49452836,2,,1,49,84094,1956,1,1,,3,2,,,6,,8,2
49458857,1,2,,6,94114,1933,1,1,,2,2,,,5,,8,1
49470509,3,,,12,34235,1953,1,3,,3,2,,,2,44,5,2
49487330,3,,,25,1749,1974,1,1,,5,1,2,,1,52,3,1
49487714,1,2,,12,32810,1963,1,1,,3,2,,,1,51,1,1
49497851,2,,5,13,31030,1946,1,1,,5,2,,,5,,8,2
49499627,1,1,,6,92821,1970,1,1,,6,,,,1,61,1,1
49509830,2,,1,26,49302,1947,2,1,,3,2,,,5,,1,2
49512332,1,1,,41,97601,1946,1,1,,2,,,,5,,8,1
49529771,2,,1,51,24211,1953,2,1,,2,2,,,7,,9,2
49533485,1,1,,20,66206,1961,2,1,,6,1,2,,1,61,3,1
49536227,1,2,,35,87103,1949,2,1,,5,2,,,3,54,5,1
49537874,1,1,,51,20148,1967,1,2,,4,1,2,,1,54,3,1
49546427,2,,1,53,98155,1930,2,1,,3,2,,,5,,8,2
49582616,2,,3,6,92606,1963,1,1,,5,2,,,1,54,1,2
49600559,4,,,53,98310,1989,2,1,,3,2,,2,,,12,1
49612319,2,,2,51,23454,1990,2,1,,3,2,,3,,,10,1
49615958,3,,,36,10562,1962,1,2,,5,2,,,1,62,6,1
49646159,1,1,,39,44484,1987,2,1,,3,1,1,2,,,4,
49669073,1,2,,18,46231,1981,2,1,,6,2,,,1,81,3,1
49671254,2,,1,12,33138,1967,2,2,,6,2,,,1,81,2,2
49685045,3,,,4,85295,1972,1,3,,5,2,,,1,54,12,2
49685582,1,2,,48,78750,1963,1,1,,4,2,,,1,92,3,1
49688837,2,,1,42,15212,1966,1,1,,2,1,2,,1,54,1,2
49694177,3,,,17,60608,1979,2,3,,3,1,3,3,,,9,
49695800,3,,,23,4041,1945,1,1,,2,2,,,5,,4,1
49708679,2,,4,40,73632,1960,1,1,,2,2,,,1,31,2,2
49732154,3,,,48,75019,1970,1,1,,6,1,1,,1,81,3,3
49735733,1,2,,6,85635,1989,1,1,,3,2,,,1,92,7,4
49738655,2,,1,6,95742,1949,1,1,,6,1,2,,1,92,1,2
49740521,2,,1,6,93004,1954,2,1,,5,2,,3,,,10,2
49745426,1,2,,26,48195,1968,1,1,,3,1,1,3,,,12,1
49751411,1,2,,37,27964,1954,2,1,,4,2,,,6,,11,1
49760822,2,,1,33,3867,1943,2,1,,2,2,,,5,,8,2
49828232,2,,1,24,21784,1967,1,1,,3,1,2,,1,92,7,2
49829411,2,,1,18,46077,1961,1,1,,5,1,1,,4,,1,2
49831868,2,,3,4,85258,1928,1,1,,3,2,,,5,,8,2
49832216,1,1,,36,11433,1958,1,1,,4,1,2,,1,48,12,1
49834478,2,,1,17,60435,1952,1,1,,2,2,,,6,,8,2
49835258,2,,1,48,78612,1957,1,1,,2,1,2,,1,21,1,2
49854941,2,,3,6,91335,1966,2,1,,2,2,,,1,31,6,2
49855346,1,1,,27,55125,1960,1,1,,5,2,,,1,21,4,1
49860428,3,,,40,74137,1949,2,1,,3,2,,,1,48,1,2
49864703,4,,,9,6457,1938,1,1,,3,2,,,5,,8,2
49866452,2,,5,29,65101,1985,2,1,,3,2,,1,,52,12,1
49877150,3,,,39,44460,1952,2,1,,3,2,,,3,42,5,2
49877558,1,1,,12,33467,1951,1,1,,5,2,,,4,,11,2
49882316,1,1,,9,6457,1955,2,1,,5,2,,,1,62,3,1
49895036,2,,1,26,49262,1956,1,1,,4,2,,,8,,12,2
49901231,2,,4,4,85705,1944,2,1,,2,2,,,5,,6,2
49906679,3,,,13,30038,1954,1,2,,4,1,4,1,,44,4,1
49913426,1,1,,8,80235,1958,1,1,,6,2,,,4,,4,1
49921217,3,,,48,77586,1965,2,1,,3,1,1,,1,52,6,
49937297,3,,,36,10038,1962,2,1,,4,2,,,7,,9,1
49952612,1,2,,18,46368,1982,2,1,,2,1,1,,1,72,1,1
49955243,3,,,27,55107,1952,2,1,,3,2,,,2,62,3,1
49961114,4,,,12,33609,1953,2,1,,3,2,,,1,92,6,2
49963112,3,,,8,80214,1970,2,1,,3,2,,,6,,12,1
49967864,1,1,,21,41102,1956,2,1,,3,2,,,1,61,12,1
49971743,2,,4,17,60073,1957,1,1,,2,2,,,6,,12,2
49985102,1,1,,12,34668,1950,1,1,,3,2,,,1,52,3,1
49988243,1,1,,12,33767,1948,2,1,,2,2,,,1,44,12,1
50007176,2,,3,29,63624,1969,1,1,,3,1,4,,6,,8,2
50015261,3,,,48,78414,1960,1,3,,6,2,,,1,44,4,
50028557,2,,1,42,17406,1970,2,1,,3,1,2,,4,,6,2
50032829,3,,,6,92108,1944,1,1,,3,2,,,6,,11,1
50034998,2,,1,49,84078,1984,1,1,,3,2,,,1,21,2,2
50036684,1,2,,6,91723,1984,1,3,,6,2,,,4,,11,4
50037230,1,1,,48,77015,1951,2,3,,3,2,,,4,,11,1
50052353,1,1,,53,98275,1960,2,1,,5,2,,,1,54,2,1
50065373,2,,1,42,15010,1948,2,5,,6,2,,,5,,11,2
50067728,3,,,39,45371,1978,2,1,,4,1,1,3,,,10,1
50083571,2,,1,42,15001,1972,1,1,,2,1,1,,1,21,1,2
50088620,2,,1,17,60411,1958,2,1,,1,1,1,,7,,9,2
50094824,2,,3,26,49938,1959,1,1,,4,2,,,3,71,5,2
50117837,3,,,22,71129,1966,2,2,,2,1,1,,1,81,6,1
50121311,2,,1,17,60534,1946,1,1,,2,2,,,5,,8,2
50129981,2,,1,42,18701,1957,1,1,,1,2,,,1,21,12,
50146874,1,2,,29,64138,1983,1,1,,5,2,,,1,51,3,1
50147615,1,1,,6,94533,1959,2,1,,4,1,1,,1,92,12,1
50170598,1,1,,13,30039,1959,1,2,,6,1,,1,,,3,1
50179820,1,1,,13,30034,1942,2,2,,5,2,,,2,44,12,1
50188241,3,,,42,15601,1977,2,1,,3,1,2,,2,44,12,1
50204660,4,,,36,10472,1960,1,4,,4,1,2,,4,,4,1
50206637,1,1,,21,41017,1988,1,1,,3,2,,2,,,10,1
50212016,3,,,42,19020,1952,1,1,,5,2,,,1,81,12,1
50216486,1,3,,9,6795,1973,2,5,,5,1,8,,1,81,2,7
50217641,1,2,,41,97487,1953,2,1,,3,2,,,5,,8,1
50224478,1,2,,6,90277,1941,2,1,,3,2,,,5,,8,1
50226866,2,,3,26,49505,1982,1,1,,4,1,3,1,,62,1,2
50233184,2,,2,21,40403,1979,2,1,,5,2,,,1,62,1,1
50249984,2,,1,34,7748,1960,2,1,,5,2,,,3,81,5,2
50251301,2,,1,42,15122,1950,2,1,,6,2,,,1,61,12,2
50253449,1,2,,26,48124,1982,2,6,,4,2,,1,,72,12,1
50253875,2,,5,17,60645,1936,1,1,,3,2,,,1,42,4,1
50255552,2,,1,51,22485,1951,1,1,,3,1,2,,4,,1,2
50258582,3,,,51,22030,1963,2,1,,6,1,2,,1,52,1,1
50271773,3,,,36,11757,1939,2,1,,3,2,,,5,,8,1
50271992,3,,,20,67217,1966,2,1,,4,2,,,6,,9,1
50288438,1,2,,53,98837,1960,1,1,,3,2,,,1,52,1,2
50307545,2,,3,48,78389,1964,1,1,,3,1,3,,3,21,1,2
50326289,1,1,,39,45647,1939,2,1,,2,2,,,5,,6,1
50340626,1,1,,17,60453,1966,2,2,,3,1,1,,7,,9,1
50357105,2,,4,39,43207,1942,1,1,,2,2,,,5,,8,2
50358134,1,1,,36,13205,1958,1,1,,4,2,,,4,,1,1
50372234,2,,4,6,95648,1929,1,1,,5,2,,,5,,2,2
50381822,3,,,9,6234,1951,1,1,,2,2,,,6,,11,1
50385950,3,,,54,26241,1964,2,1,,2,2,,3,,,10,
50388728,2,,3,48,76036,1971,1,1,,4,2,,,1,48,1,2
50390075,2,,2,42,19460,1983,1,1,,5,2,,,1,44,1,1
50397953,2,,6,8,80817,1956,1,6,,3,2,,,1,48,1,2
50403038,2,,6,37,27964,1951,2,1,,3,2,,,5,,8,2
50411093,2,,1,47,37221,1941,1,1,,6,2,,,5,,8,2
50419604,1,2,,29,65803,1950,2,1,,6,2,,,2,61,1,1
50420069,2,,3,13,30188,1960,2,1,,3,2,,,3,81,,2
50421200,3,,,12,32763,1961,2,1,,2,2,,,1,61,6,2
50423315,3,,,54,25801,1964,1,1,,2,1,1,,6,,8,2
50426222,1,1,,48,75080,1965,2,1,,5,1,3,,1,61,1,1
50433881,1,2,,17,60565,1976,2,1,,5,1,1,,1,62,1,4
50435279,1,2,,4,85044,1957,1,1,,2,2,,,2,81,1,1
50443124,2,,3,55,53033,1960,1,1,,4,2,,,4,,11,2
50448086,2,,4,12,32703,1962,1,1,,6,2,,,1,51,4,6
50451527,1,2,,17,62864,1965,2,1,,6,1,1,,1,51,12,1
50460542,2,,2,39,44223,1966,1,1,,5,1,3,,1,51,1,2
50465108,3,,,23,4401,1950,2,2,,2,2,,,6,,8,1
50507717,1,2,,6,91741,1971,1,1,,6,2,,,1,61,1,1
50511800,3,,,12,33611,1954,1,1,,5,2,,,1,92,1,2
50520272,1,2,,29,64477,1957,1,1,,3,2,,,3,11,5,1
50535053,2,,2,53,98040,1941,1,1,,5,2,,,5,,8,2
50537501,1,2,,29,64507,1950,1,1,,2,2,,,5,,8,1
50551751,3,,,16,83709,1970,1,1,,6,1,2,,1,92,1,2
50559209,1,1,,26,48038,1945,2,1,,3,2,,,5,,8,1
50576738,2,,2,41,97045,1952,2,1,,3,2,,,5,,12,2
50584562,3,,,29,65810,1953,2,1,,2,2,,,4,,11,2
50600348,1,2,,6,94903,1944,1,1,,5,2,,,5,,8,1
50636915,2,,3,16,83213,1959,1,1,,2,1,2,,1,92,3,2
50637548,1,1,,42,19311,1959,1,1,,6,2,,,1,61,12,1
50651420,2,,1,12,32811,1957,2,3,,4,2,,,8,,,2
50653454,1,1,,27,55408,1987,1,1,,5,2,,,1,81,1,1
50663624,1,1,,26,49645,1954,2,1,,2,2,,,6,,12,1
50686211,2,,1,17,60435,1959,2,1,,3,2,,,1,92,12,2
50687528,4,,,37,28372,1962,2,5,,2,1,1,,1,72,3,
50714039,2,,3,6,92227,1964,1,1,,3,1,4,1,,,5,6
50718029,1,1,,55,54901,1967,2,1,,2,2,,,1,48,1,1
50725817,1,1,,41,97115,1934,2,3,,6,2,,,5,,8,1
50756135,1,1,,6,94552,1952,1,1,,4,2,,,1,52,1,1
50765399,2,,1,6,90241,1947,1,1,,3,2,,,5,,3,2
50773859,1,1,,42,18966,1958,1,1,,6,2,,,1,31,3,1
50782787,3,,,8,81147,1976,2,1,,5,2,,,1,54,1,2
50807696,1,1,,23,4619,1943,2,1,,5,2,,,5,,1,1
50815154,2,,1,13,30265,1951,1,1,,2,2,,,3,42,4,2
50824883,3,,,41,97141,1966,2,1,,2,2,,,7,,9,
50837072,2,,1,6,92701,1956,2,1,,5,2,,,2,81,12,
50842901,1,2,,26,49107,1962,2,1,,6,1,2,,1,81,3,1
50857190,3,,,33,3246,1966,2,1,,5,2,,,2,61,3,2
50897324,2,,1,51,23314,1950,1,6,,4,2,,,1,31,1,2
50899874,3,,,16,83544,1956,1,7,AMERICAN,3,2,,,3,11,12,2
50905265,3,,,35,87123,1970,1,1,,3,2,,,1,92,1,1
50960360,2,,4,6,95350,1976,1,3,,6,2,,1,,,1,1
50985803,1,2,,1,35951,1957,1,1,,5,2,,,8,,12,1
51010364,1,1,,2,99507,1963,2,1,,5,2,,,3,81,2,1
51021614,2,,3,48,79410,1964,2,6,,2,2,,,1,11,6,2
51036761,2,,1,26,48661,1946,1,1,,2,2,,,5,,8,2
51036971,3,,,37,27021,1960,2,1,,1,2,,,6,,11,2
51042953,1,1,,17,60191,1969,2,1,,3,2,,,7,,9,1
51044414,2,,1,18,46970,1952,2,1,,2,2,,,2,92,12,2
51044951,1,1,,17,60466,1950,2,2,,2,2,,,5,,8,
51057272,3,,,39,45345,1954,1,1,,2,2,,,1,44,4,1
51080531,2,,2,36,11725,1938,2,1,,2,2,,,7,,9,1
51119855,2,,2,26,49770,1963,1,1,,5,2,,,1,81,2,2
51141224,1,1,,18,46254,1965,2,2,,3,2,,1,,92,7,1
51173510,2,,3,42,18231,1940,1,1,,2,2,,,5,,8,2
51181490,2,,3,5,72956,1958,1,1,,3,2,,,1,31,1,2
51313874,1,1,,45,29010,1975,1,1,,2,2,,,1,44,3,1
51323183,1,1,,36,11102,1960,2,3,,2,2,,,7,,9,1
51369167,3,,,36,12206,1953,1,1,,5,2,,,1,92,3,1
51375263,2,,2,39,45241,1963,2,1,,6,2,,,1,61,1,1
51385703,1,1,,37,28206,1970,1,2,,3,2,,3,,,10,1
51389111,1,1,,48,76117,1950,2,1,,5,2,,,5,,8,1
51390437,1,1,,25,2719,1957,2,1,,2,2,,,6,,9,1
51401810,2,,3,5,72116,1985,1,1,,6,2,,,1,92,12,
51435497,3,,,2,99504,1929,1,1,,6,2,,,5,,1,2
51451352,2,,3,42,19608,1932,2,7,American,4,2,,3,,,9,2
51502826,2,,3,51,23606,1962,1,1,,6,1,1,,4,,7,2
51519641,2,,2,37,27106,1943,1,1,,3,2,,,5,,2,2
51526403,3,,,12,32779,1969,1,1,,3,1,1,,1,62,1,2
51534143,2,,3,12,32814,1958,1,1,,6,2,,,6,,1,2
51535691,3,,,31,68107,1961,2,1,,4,1,2,,1,52,2,2
51550625,2,,1,12,34610,1953,2,1,,2,2,,,1,52,5,2
51553988,1,2,,34,7928,1971,2,1,,5,2,,,2,54,1,1
51566870,2,,3,51,20105,1977,1,3,,5,1,3,,1,92,12,2
51578558,1,2,,25,2302,1938,1,1,,2,2,,,5,,8,2
51580469,2,,3,19,50109,1976,1,1,,5,1,3,,1,11,3,2
51581486,1,2,,18,46902,1947,1,1,,3,1,1,,5,,8,1
51590816,1,1,,34,8610,1958,1,1,,3,2,,,6,,8,1
51652298,2,,3,55,54311,1966,2,1,,5,2,,,7,,9,2
51664400,2,,5,40,73142,1946,1,1,,5,2,,,1,21,4,2
51704273,3,,,25,1020,1979,2,1,,2,1,7,,7,,9,
51714971,1,1,,9,6010,1939,1,1,,2,2,,,5,,8,1
51718802,1,2,,6,96001,1948,2,1,,5,2,,,5,,1,6
51719957,1,1,,5,72501,1955,1,1,,4,2,,,3,23,5,1
51726923,2,,3,13,30728,1962,1,1,,3,1,1,,1,92,2,2
51733013,1,1,,26,49326,1956,2,1,,4,2,,,2,44,6,1
51741641,2,,6,19,50138,1959,2,1,,2,2,,,7,,9,2
51754379,2,,1,34,7030,1946,2,1,,6,2,,,8,,5,2
51759740,2,,3,12,32952,1949,1,1,,6,2,,,1,48,1,2
51764420,2,,1,39,45640,1956,1,1,,5,2,,,1,81,2,2
51789389,2,,1,21,40422,1969,1,1,,3,1,5,,1,54,1,2
51799883,1,1,,19,52403,1983,1,1,,5,1,1,,1,92,12,1
51814241,2,,3,42,19560,1956,1,1,,2,2,,,3,54,5,2
51816566,2,,5,45,29420,1978,2,1,,6,1,1,,1,61,12,2
51819851,2,,1,45,29055,1933,2,1,,2,1,2,,5,,8,2
51831098,1,2,,13,30021,1950,1,2,,3,2,,,1,81,3,1
51853892,1,2,,42,15236,1944,2,1,,5,2,,,2,51,12,1
51865460,3,,,27,55126,1953,1,1,,2,2,,,1,31,3,2
51869264,1,1,,42,18707,1965,2,1,,4,2,,,1,42,6,1
51869588,2,,6,37,27546,1938,1,1,,6,2,,,5,,8,2
51887342,3,,,49,84106,1958,1,1,,6,2,,1,,81,3,2
51894551,2,,3,12,32401,1953,1,1,,2,2,,,5,,8,2
51899909,1,1,,8,80911,1979,2,1,,5,2,,,1,61,1,1
51908774,1,2,,34,7730,1942,1,1,,6,2,,,5,,2,2
51911843,1,1,,36,11727,1950,1,1,,6,1,2,,1,92,1,1
51916076,1,1,,28,39503,1954,2,1,,5,2,,,1,92,6,1
51921155,1,2,,36,11575,1989,2,2,,5,2,,3,,,10,1
51934661,1,1,,25,1375,1939,2,1,,2,2,,,5,,6,1
51949361,3,,,45,29115,1970,2,2,,2,1,1,,7,,9,1
51957848,3,,,26,49010,1947,2,7,"German,American,Indian",2,2,,,5,,8,2
51961007,2,,2,53,98595,1951,1,1,,3,,,,1,23,1,3
51968498,3,,,35,88345,1960,1,1,,2,2,,,1,21,3,2
51971696,3,,,6,93651,1940,2,1,,5,2,,,7,,9,2
51978932,2,,1,48,77477,1980,1,1,,5,2,,,1,44,1,2
51995816,1,1,,34,8360,1952,1,1,,3,2,,,6,,12,1
52002002,1,1,,42,19147,1959,1,1,,6,1,1,,1,92,3,1
52004768,2,,1,34,7825,1938,1,1,,5,2,,,5,,8,2
52005830,2,,5,48,75068,1956,2,1,,5,2,,,4,,11,2
52005944,1,2,,39,44085,1983,1,1,,2,2,,,4,,11,4
52015460,2,,1,12,34769,1946,2,1,,1,2,,,5,,8,2
52018547,1,2,,18,46304,1972,1,1,,3,1,1,,1,31,12,1
52024913,4,,,19,50263,1969,2,1,,2,1,1,,1,48,6,2
52062383,1,1,,42,19606,1946,1,2,,6,2,,,5,,4,1
52070396,2,,1,48,77571,1939,1,1,,2,2,,,5,,8,2
52084205,2,,1,6,95006,1957,2,6,,4,2,,,1,62,12,2
52084418,1,1,,5,72136,1942,2,1,,2,2,,,5,,8,1
52085924,1,1,,51,23666,1944,2,1,,2,2,,,5,,8,1
52089380,1,2,,6,92591,1950,1,1,__NA__,5,,,,3,51,1,1
52125869,2,,3,9,6235,1976,2,1,,2,1,4,,7,,9,6
52138934,4,,,41,97305,1973,2,1,,3,2,,,7,,9,2
52149362,1,2,,17,60621,1957,2,2,,4,2,,,1,61,6,2
52163081,1,2,,6,92108,1948,1,1,,5,2,,,1,92,6,1
52165061,1,1,,39,45840,1961,1,1,,2,2,,,1,31,12,1
52178903,1,2,,36,14803,1943,1,1,,6,2,,1,,61,1,1
52188167,2,,4,22,70503,1942,2,1,,4,2,,,2,52,5,2
52188869,2,,3,48,78738,1943,1,1,,6,2,,,5,,2,2
52191179,3,,,12,32226,1969,1,1,,2,1,1,,1,54,1,2
52212389,2,,1,29,65739,1946,2,1,,3,2,,,5,,6,2
52225376,3,,,12,33647,1964,1,4,,5,1,,,1,62,6,1
52243601,1,1,,53,98626,1940,1,1,,6,2,,,2,52,4,1
52264667,1,1,,47,37664,1947,1,2,,3,2,,,5,,11,1
52281149,1,1,,6,91304,1946,2,2,,4,2,,,6,,11,1
52312616,2,,3,35,87108,1934,2,1,,2,2,,,5,,6,2
52317698,2,,3,8,80504,1968,1,1,,6,1,1,,1,31,2,2
52324211,1,2,,39,43614,1951,1,1,,2,2,,,1,31,12,1
52326683,2,,4,51,23237,1985,2,1,,6,2,,,1,92,1,3
52332530,1,2,,42,18250,1958,2,1,,4,2,,,7,,9,1
52343573,1,3,,25,1970,1957,1,1,,3,2,,,1,81,7,3
52347335,2,,1,17,62056,1941,1,1,,2,2,,,5,,12,2
52376477,1,1,,37,28078,1954,2,1,,3,2,,,7,,9,1
52383491,1,2,,51,22304,1985,1,1,,5,2,,1,,92,1,1
52401968,1,1,,39,43952,1980,1,1,,1,2,,,6,,11,
52414187,1,1,,36,10457,1941,2,2,,4,2,,,5,,8,1
52428626,1,2,,48,77092,1982,1,1,,5,2,,3,,,11,1
52432112,2,,4,48,77449,1970,1,1,,4,1,1,,6,,12,2
52445417,2,,1,9,6412,1956,2,1,,2,2,,,2,48,12,2
52459658,3,,,12,32720,1958,2,1,,2,2,,,7,,11,3
