case_identifier,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,educ_baseline,presvote16post_2016
47692133,17,60653,1940,1,2,3,1
47692820,17,60083,1977,1,1,4,2
47701682,26,48879,1977,1,1,6,2
47719724,21,40217,1966,2,1,5,2
47720441,12,34695,1967,1,1,1,2
47721752,34,8824,1950,2,1,2,2
47729231,36,11710,1962,2,1,4,
47736680,48,77054,1961,2,1,2,2
47737001,48,78046,1951,1,3,2,2
47737046,56,82731,1944,2,1,5,2
47737481,20,67401,1952,1,3,6,1
47746997,21,41049,1957,1,1,2,1
47758526,12,34952,1947,2,1,2,2
47759006,42,15367,1960,1,1,5,2
47780666,48,78734,1964,2,3,3,
47788265,5,72227,1956,1,1,6,2
47790671,50,5772,1972,1,3,5,1
47791673,42,19446,1945,2,1,5,1
47794370,45,29730,1987,2,2,5,1
47813990,39,44210,1952,2,1,3,2
47820611,41,97224,1950,1,1,5,2
47849021,16,83835,1952,1,1,5,1
47853755,12,32812,1964,2,1,3,7
47855210,41,97497,1964,1,1,2,2
47863307,39,45891,1957,1,1,4,2
47867861,4,85020,1953,2,3,4,1
47875913,19,50138,1963,2,1,4,1
47877461,46,57107,1943,1,1,2,1
47894378,8,80020,1959,2,1,2,2
47897771,18,46106,1973,2,1,5,1
47935451,47,37172,1992,2,1,5,2
47950529,55,53081,1956,1,1,2,2
47962877,34,7860,1946,1,1,2,3
47969216,42,19023,1961,1,1,5,2
47975204,25,2176,1963,2,1,6,1
47977652,36,10707,1969,1,1,6,2
47985935,26,48221,1982,1,1,2,1
47992226,19,50401,1948,2,1,2,2
47998991,50,5401,1954,1,1,2,1
47999195,1,36024,1935,2,1,2,2
48001082,42,17970,1980,2,1,3,1
48002066,21,40291,1951,1,1,3,2
48014303,13,30506,1957,2,1,5,2
48020762,24,21012,1955,2,1,3,2
48029294,42,19046,1932,1,1,5,2
48043829,41,97420,1970,2,1,6,2
48044093,6,93449,1931,1,1,3,2
48050819,6,92127,1964,1,1,5,2
48054722,12,33156,1945,1,3,6,
48066647,30,59803,1956,1,1,6,2
48072074,48,75501,1972,1,1,3,2
48097460,6,95864,1960,1,1,5,2
48110918,12,32807,1963,2,1,3,2
48113114,37,28409,1956,1,7,4,2
48116555,1,36801,1968,1,1,5,2
48131513,6,95822,1961,2,2,3,
48139814,39,44214,1960,2,1,3,2
48141488,55,54157,1964,1,1,6,2
48145613,55,54941,1949,1,1,2,2
48152795,18,47172,1961,1,1,6,2
48163595,46,57223,1949,1,1,2,2
48164993,39,45410,1973,1,1,6,1
48181661,6,91390,1961,1,1,4,2
48182420,42,19001,1959,1,2,6,1
48185561,6,93452,1949,1,3,4,2
48205220,40,74467,1954,2,5,5,1
48208004,22,71301,1957,1,1,2,2
48209132,48,78703,1944,1,1,6,1
48215657,34,7663,1960,2,1,4,2
48215759,37,28079,1951,2,1,4,1
48217745,4,85757,1962,2,1,3,
48226325,48,78577,1952,1,3,5,1
48231449,15,96750,1957,1,4,6,2
48232769,22,70517,1947,1,1,4,1
48257108,6,95816,1972,2,1,4,1
48260870,33,3062,1967,1,1,3,2
48267128,8,81637,1957,2,1,4,3
48267179,45,29456,1961,2,1,5,2
48289538,22,70433,1957,1,1,5,5
48295121,36,11377,1984,1,4,5,6
48316832,6,93257,1942,1,3,3,2
48333797,53,98375,1968,1,1,4,2
48334460,27,55811,1966,1,1,4,2
48355682,27,55422,1965,1,1,5,1
48371294,12,34952,1946,1,1,5,2
48374024,22,71315,1967,1,1,5,2
48384950,12,32327,1955,1,5,5,2
48386903,48,79407,1942,1,1,3,4
48388850,8,80863,1958,2,1,2,1
48392054,37,28778,1968,1,1,3,2
48396269,6,92126,1954,1,1,2,2
48401954,13,30106,1946,1,1,2,2
48405110,55,53711,1967,1,1,3,2
48408008,48,75227,1961,1,1,3,2
48409469,26,48910,1971,1,1,3,2
48410555,40,73122,1989,1,1,5,1
48416300,5,72865,1958,1,1,3,2
48427976,12,32317,1981,1,1,4,2
48430865,25,2476,1968,1,1,3,2
48432284,17,60148,1939,2,1,5,1
48435098,37,28403,1969,2,7,5,1
48437411,23,4860,1959,1,1,2,2
48451259,24,21774,1966,2,1,3,1
48460070,39,44212,1965,1,1,5,2
48461627,6,92359,1984,2,1,3,2
48466436,40,73036,1959,2,1,1,
48474167,35,88012,1977,2,1,4,3
48499085,30,59701,1972,2,1,3,1
48500429,37,27882,1960,2,1,2,2
48518297,55,53015,1960,1,1,2,2
48524903,4,85614,1936,1,1,5,2
48525896,17,61401,1947,2,1,2,2
48527045,13,30263,1955,2,6,5,1
48561653,49,84664,1962,1,1,3,2
48577919,13,30002,1948,1,1,6,1
48580424,48,79407,1947,1,,,2
48586052,12,32808,1953,1,1,3,2
48587981,39,45140,1963,1,,6,6
48608942,36,14206,1957,2,1,2,1
48612128,36,10003,1945,2,1,6,1
48613514,48,75071,1963,1,6,5,2
48642440,18,47952,1943,2,1,2,2
48642998,47,37076,1982,2,1,5,1
48647915,12,32909,1956,2,1,3,
48653234,51,23322,1972,1,1,5,2
48661196,35,87107,1955,2,3,2,2
48669680,42,18042,1972,2,1,2,1
48687200,18,47802,1967,2,1,3,
48701768,26,49423,1934,2,1,2,1
48706301,39,45069,1954,1,7,4,2
48710711,29,64080,1962,2,1,2,2
48721880,26,48420,1954,1,1,3,1
48727247,27,55125,1939,1,1,6,1
48733814,6,93423,1939,1,1,3,1
48750821,12,32033,1938,2,1,3,2
48771656,45,29687,1960,1,1,2,2
48776015,51,23514,1957,1,1,3,2
48776162,19,50273,1943,1,1,3,2
48779834,17,60202,1953,2,1,6,1
48781388,6,91326,1959,2,1,6,1
48786047,47,37167,1954,1,1,1,1
48788690,36,14437,1988,2,1,1,3
48791684,26,48910,1964,2,1,6,1
48802877,4,85704,1952,1,1,6,1
48804971,12,32976,1939,1,1,6,2
48811388,48,78624,1968,2,1,2,2
48815489,21,40272,1937,1,1,3,1
48846068,22,70002,1941,2,1,6,2
48851306,36,12771,1961,2,1,3,2
48858092,37,28405,1932,2,2,5,1
48862739,32,89123,1987,1,1,5,6
48880685,42,18702,1953,2,1,5,1
48891437,29,63068,1950,1,1,3,1
48907610,6,92587,1978,1,1,6,6
48909887,23,4769,1954,1,1,3,1
48911384,12,32086,1982,1,1,5,1
48918602,48,78577,1951,2,3,5,1
48927608,40,74875,1964,1,1,5,
48951203,39,45247,1953,2,1,4,2
48951863,17,60201,1957,1,7,3,1
48953024,12,33319,1944,2,1,2,1
48961379,1,35179,1969,1,1,1,
48971363,12,33904,1973,1,1,5,1
48977684,16,83854,1963,1,1,3,2
48980573,50,5679,1950,1,1,5,6
49003307,53,98682,1958,1,1,3,2
49026176,6,95650,1962,2,1,4,2
49026368,51,23464,1948,2,1,4,2
49026626,48,75006,1971,1,2,5,1
49041812,4,86325,1943,1,1,5,2
49045157,26,48047,1967,2,1,5,2
49061684,41,97132,1963,1,6,1,2
49062398,17,60622,1960,2,3,5,6
49063430,6,90803,1956,1,7,6,
49065416,51,22153,1964,1,1,4,2
49073246,42,16881,1966,2,1,3,2
49084817,13,30315,1968,2,2,2,1
49107281,41,97368,1962,1,1,5,2
49112639,27,55016,1961,2,1,4,2
49114079,39,45103,1941,1,1,2,2
49115735,53,98092,1944,2,1,1,1
49138916,47,38556,1949,2,1,3,2
49157495,1,35470,1988,2,2,5,1
49166747,37,27265,1963,1,1,6,3
49168280,6,95054,1972,2,1,3,2
49169753,55,53142,1961,1,1,3,2
49171157,48,77845,1986,2,1,6,6
49172612,36,10011,1952,1,1,6,
49174544,6,93535,1950,2,1,3,1
49177253,6,95120,1987,1,4,5,6
49179962,46,57701,1958,1,1,3,1
49191230,34,8527,1967,1,1,2,2
49199357,35,87109,1948,1,1,5,2
49211474,49,84109,1975,1,4,6,
49224581,6,92395,1946,1,2,5,2
49236770,42,15063,1988,1,1,2,1
49237115,37,27577,1978,1,1,5,1
49273532,5,72736,1966,1,6,5,2
49276307,53,98203,1958,1,1,4,2
49277342,22,70131,1940,1,4,6,1
49279238,12,33928,1934,2,1,5,2
49291031,12,34668,1959,1,1,2,2
49295867,47,37917,1980,1,1,5,1
49298438,6,96001,1977,2,1,3,2
49298858,51,23061,1960,2,7,6,2
49315658,54,25064,1938,2,1,2,2
49317584,21,42078,1986,1,1,3,2
49375679,2,99709,1931,2,1,2,2
49406456,34,8902,1964,1,1,5,1
49407044,39,45140,1980,1,1,2,1
49420292,16,83854,1959,1,1,3,2
49452836,49,84094,1956,1,1,3,2
49458857,6,94114,1933,1,1,2,1
49470509,12,34235,1953,1,3,3,2
49487330,25,1749,1974,1,1,5,1
49487714,12,32810,1963,1,1,3,1
49497851,13,31030,1946,1,1,5,2
49499627,6,92821,1970,1,1,6,1
49509830,26,49302,1947,2,1,3,2
49512332,41,97601,1946,1,1,2,1
49529771,51,24211,1953,2,1,2,2
49533485,20,66206,1961,2,1,6,1
49536227,35,87103,1949,2,1,5,1
49537874,51,20148,1967,1,2,4,1
49546427,53,98155,1930,2,1,3,2
49582616,6,92606,1963,1,1,5,2
49600559,53,98310,1989,2,1,3,1
49612319,51,23454,1990,2,1,3,1
49615958,36,10562,1962,1,2,5,1
49646159,39,44484,1987,2,1,3,
49669073,18,46231,1981,2,1,6,1
49671254,12,33138,1967,2,2,6,2
49685045,4,85295,1972,1,3,5,2
49685582,48,78750,1963,1,1,4,1
49688837,42,15212,1966,1,1,2,2
49694177,17,60608,1979,2,3,3,
49695800,23,4041,1945,1,1,2,1
49708679,40,73632,1960,1,1,2,2
49732154,48,75019,1970,1,1,6,3
49735733,6,85635,1989,1,1,3,4
49738655,6,95742,1949,1,1,6,2
49740521,6,93004,1954,2,1,5,2
49745426,26,48195,1968,1,1,3,1
49751411,37,27964,1954,2,1,4,1
49760822,33,3867,1943,2,1,2,2
49828232,24,21784,1967,1,1,3,2
49829411,18,46077,1961,1,1,5,2
49831868,4,85258,1928,1,1,3,2
49832216,36,11433,1958,1,1,4,1
49834478,17,60435,1952,1,1,2,2
49835258,48,78612,1957,1,1,2,2
49854941,6,91335,1966,2,1,2,2
49855346,27,55125,1960,1,1,5,1
49860428,40,74137,1949,2,1,3,2
49864703,9,6457,1938,1,1,3,2
49866452,29,65101,1985,2,1,3,1
49877150,39,44460,1952,2,1,3,2
49877558,12,33467,1951,1,1,5,2
49882316,9,6457,1955,2,1,5,1
49895036,26,49262,1956,1,1,4,2
49901231,4,85705,1944,2,1,2,2
49906679,13,30038,1954,1,2,4,1
49913426,8,80235,1958,1,1,6,1
49921217,48,77586,1965,2,1,3,
49937297,36,10038,1962,2,1,4,1
49952612,18,46368,1982,2,1,2,1
49955243,27,55107,1952,2,1,3,1
49961114,12,33609,1953,2,1,3,2
49963112,8,80214,1970,2,1,3,1
49967864,21,41102,1956,2,1,3,1
49971743,17,60073,1957,1,1,2,2
49985102,12,34668,1950,1,1,3,1
49988243,12,33767,1948,2,1,2,1
50007176,29,63624,1969,1,1,3,2
50015261,48,78414,1960,1,3,6,
50028557,42,17406,1970,2,1,3,2
50032829,6,92108,1944,1,1,3,1
50034998,49,84078,1984,1,1,3,2
50036684,6,91723,1984,1,3,6,4
50037230,48,77015,1951,2,3,3,1
50052353,53,98275,1960,2,1,5,1
50065373,42,15010,1948,2,5,6,2
50067728,39,45371,1978,2,1,4,1
50083571,42,15001,1972,1,1,2,2
50088620,17,60411,1958,2,1,1,2
50094824,26,49938,1959,1,1,4,2
50117837,22,71129,1966,2,2,2,1
50121311,17,60534,1946,1,1,2,2
50129981,42,18701,1957,1,1,1,
50146874,29,64138,1983,1,1,5,1
50147615,6,94533,1959,2,1,4,1
50170598,13,30039,1959,1,2,6,1
50179820,13,30034,1942,2,2,5,1
50188241,42,15601,1977,2,1,3,1
50204660,36,10472,1960,1,4,4,1
50206637,21,41017,1988,1,1,3,1
50212016,42,19020,1952,1,1,5,1
50216486,9,6795,1973,2,5,5,7
50217641,41,97487,1953,2,1,3,1
50224478,6,90277,1941,2,1,3,1
50226866,26,49505,1982,1,1,4,2
50233184,21,40403,1979,2,1,5,1
50249984,34,7748,1960,2,1,5,2
50251301,42,15122,1950,2,1,6,2
50253449,26,48124,1982,2,6,4,1
50253875,17,60645,1936,1,1,3,1
50255552,51,22485,1951,1,1,3,2
50258582,51,22030,1963,2,1,6,1
50271773,36,11757,1939,2,1,3,1
50271992,20,67217,1966,2,1,4,1
50288438,53,98837,1960,1,1,3,2
50307545,48,78389,1964,1,1,3,2
50326289,39,45647,1939,2,1,2,1
50340626,17,60453,1966,2,2,3,1
50357105,39,43207,1942,1,1,2,2
50358134,36,13205,1958,1,1,4,1
50372234,6,95648,1929,1,1,5,2
50381822,9,6234,1951,1,1,2,1
50385950,54,26241,1964,2,1,2,
50388728,48,76036,1971,1,1,4,2
50390075,42,19460,1983,1,1,5,1
50397953,8,80817,1956,1,6,3,2
50403038,37,27964,1951,2,1,3,2
50411093,47,37221,1941,1,1,6,2
50419604,29,65803,1950,2,1,6,1
50420069,13,30188,1960,2,1,3,2
50421200,12,32763,1961,2,1,2,2
50423315,54,25801,1964,1,1,2,2
50426222,48,75080,1965,2,1,5,1
50433881,17,60565,1976,2,1,5,4
50435279,4,85044,1957,1,1,2,1
50443124,55,53033,1960,1,1,4,2
50448086,12,32703,1962,1,1,6,6
50451527,17,62864,1965,2,1,6,1
50460542,39,44223,1966,1,1,5,2
50465108,23,4401,1950,2,2,2,1
50507717,6,91741,1971,1,1,6,1
50511800,12,33611,1954,1,1,5,2
50520272,29,64477,1957,1,1,3,1
50535053,53,98040,1941,1,1,5,2
50537501,29,64507,1950,1,1,2,1
50551751,16,83709,1970,1,1,6,2
50559209,26,48038,1945,2,1,3,1
50576738,41,97045,1952,2,1,3,2
50584562,29,65810,1953,2,1,2,2
50600348,6,94903,1944,1,1,5,1
50636915,16,83213,1959,1,1,2,2
50637548,42,19311,1959,1,1,6,1
50651420,12,32811,1957,2,3,4,2
50653454,27,55408,1987,1,1,5,1
50663624,26,49645,1954,2,1,2,1
50686211,17,60435,1959,2,1,3,2
50687528,37,28372,1962,2,5,2,
50714039,6,92227,1964,1,1,3,6
50718029,55,54901,1967,2,1,2,1
50725817,41,97115,1934,2,3,6,1
50756135,6,94552,1952,1,1,4,1
50765399,6,90241,1947,1,1,3,2
50773859,42,18966,1958,1,1,6,1
50782787,8,81147,1976,2,1,5,2
50807696,23,4619,1943,2,1,5,1
50815154,13,30265,1951,1,1,2,2
50824883,41,97141,1966,2,1,2,
50837072,6,92701,1956,2,1,5,
50842901,26,49107,1962,2,1,6,1
50857190,33,3246,1966,2,1,5,2
50897324,51,23314,1950,1,6,4,2
50899874,16,83544,1956,1,7,3,2
50905265,35,87123,1970,1,1,3,1
50960360,6,95350,1976,1,3,6,1
50985803,1,35951,1957,1,1,5,1
51010364,2,99507,1963,2,1,5,1
51021614,48,79410,1964,2,6,2,2
51036761,26,48661,1946,1,1,2,2
51036971,37,27021,1960,2,1,1,2
51042953,17,60191,1969,2,1,3,1
51044414,18,46970,1952,2,1,2,2
51044951,17,60466,1950,2,2,2,
51057272,39,45345,1954,1,1,2,1
51080531,36,11725,1938,2,1,2,1
51119855,26,49770,1963,1,1,5,2
51141224,18,46254,1965,2,2,3,1
51173510,42,18231,1940,1,1,2,2
51181490,5,72956,1958,1,1,3,2
51313874,45,29010,1975,1,1,2,1
51323183,36,11102,1960,2,3,2,1
51369167,36,12206,1953,1,1,5,1
51375263,39,45241,1963,2,1,6,1
51385703,37,28206,1970,1,2,3,1
51389111,48,76117,1950,2,1,5,1
51390437,25,2719,1957,2,1,2,1
51401810,5,72116,1985,1,1,6,
51435497,2,99504,1929,1,1,6,2
51451352,42,19608,1932,2,7,4,2
51502826,51,23606,1962,1,1,6,2
51519641,37,27106,1943,1,1,3,2
51526403,12,32779,1969,1,1,3,2
51534143,12,32814,1958,1,1,6,2
51535691,31,68107,1961,2,1,4,2
51550625,12,34610,1953,2,1,2,2
51553988,34,7928,1971,2,1,5,1
51566870,51,20105,1977,1,3,5,2
51578558,25,2302,1938,1,1,2,2
51580469,19,50109,1976,1,1,5,2
51581486,18,46902,1947,1,1,3,1
51590816,34,8610,1958,1,1,3,1
51652298,55,54311,1966,2,1,5,2
51664400,40,73142,1946,1,1,5,2
51704273,25,1020,1979,2,1,2,
51714971,9,6010,1939,1,1,2,1
51718802,6,96001,1948,2,1,5,6
51719957,5,72501,1955,1,1,4,1
51726923,13,30728,1962,1,1,3,2
51733013,26,49326,1956,2,1,4,1
51741641,19,50138,1959,2,1,2,2
51754379,34,7030,1946,2,1,6,2
51759740,12,32952,1949,1,1,6,2
51764420,39,45640,1956,1,1,5,2
51789389,21,40422,1969,1,1,3,2
51799883,19,52403,1983,1,1,5,1
51814241,42,19560,1956,1,1,2,2
51816566,45,29420,1978,2,1,6,2
51819851,45,29055,1933,2,1,2,2
51831098,13,30021,1950,1,2,3,1
51853892,42,15236,1944,2,1,5,1
51865460,27,55126,1953,1,1,2,2
51869264,42,18707,1965,2,1,4,1
51869588,37,27546,1938,1,1,6,2
51887342,49,84106,1958,1,1,6,2
51894551,12,32401,1953,1,1,2,2
51899909,8,80911,1979,2,1,5,1
51908774,34,7730,1942,1,1,6,2
51911843,36,11727,1950,1,1,6,1
51916076,28,39503,1954,2,1,5,1
51921155,36,11575,1989,2,2,5,1
51934661,25,1375,1939,2,1,2,1
51949361,45,29115,1970,2,2,2,1
51957848,26,49010,1947,2,7,2,2
51961007,53,98595,1951,1,1,3,3
51968498,35,88345,1960,1,1,2,2
51971696,6,93651,1940,2,1,5,2
51978932,48,77477,1980,1,1,5,2
51995816,34,8360,1952,1,1,3,1
52002002,42,19147,1959,1,1,6,1
52004768,34,7825,1938,1,1,5,2
52005830,48,75068,1956,2,1,5,2
52005944,39,44085,1983,1,1,2,4
52015460,12,34769,1946,2,1,1,2
52018547,18,46304,1972,1,1,3,1
52024913,19,50263,1969,2,1,2,2
52062383,42,19606,1946,1,2,6,1
52070396,48,77571,1939,1,1,2,2
52084205,6,95006,1957,2,6,4,2
52084418,5,72136,1942,2,1,2,1
52085924,51,23666,1944,2,1,2,1
52089380,6,92591,1950,1,1,5,1
52125869,9,6235,1976,2,1,2,6
52138934,41,97305,1973,2,1,3,2
52149362,17,60621,1957,2,2,4,2
52163081,6,92108,1948,1,1,5,1
52165061,39,45840,1961,1,1,2,1
52178903,36,14803,1943,1,1,6,1
52188167,22,70503,1942,2,1,4,2
52188869,48,78738,1943,1,1,6,2
52191179,12,32226,1969,1,1,2,2
52212389,29,65739,1946,2,1,3,2
52225376,12,33647,1964,1,4,5,1
52243601,53,98626,1940,1,1,6,1
52264667,47,37664,1947,1,2,3,1
52281149,6,91304,1946,2,2,4,1
52312616,35,87108,1934,2,1,2,2
52317698,8,80504,1968,1,1,6,2
52324211,39,43614,1951,1,1,2,1
52326683,51,23237,1985,2,1,6,3
52332530,42,18250,1958,2,1,4,1
52343573,25,1970,1957,1,1,3,3
52347335,17,62056,1941,1,1,2,2
52376477,37,28078,1954,2,1,3,1
52383491,51,22304,1985,1,1,5,1
52401968,39,43952,1980,1,1,1,
52414187,36,10457,1941,2,2,4,1
52428626,48,77092,1982,1,1,5,1
52432112,48,77449,1970,1,1,4,2
52445417,9,6412,1956,2,1,2,2
52459658,12,32720,1958,2,1,2,3
52460132,29,64801,1976,1,1,6,2
52474334,6,94952,1952,2,1,3,1
52476740,24,21162,1961,2,1,2,1
52495070,12,33967,1957,2,1,5,
52507631,36,14221,1959,1,3,6,2
52511075,27,55020,1971,1,1,5,2
52514081,6,95630,1976,1,1,6,2
52518614,6,90277,1958,1,3,3,2
52520999,25,2492,1986,2,1,5,1
52523900,4,85345,1970,1,1,5,2
52553102,8,81069,1982,2,3,3,3
52563110,26,48114,1989,2,1,4,3
52568873,50,5672,1956,2,1,3,1
52582088,25,2703,1960,2,1,3,1
52598753,12,32221,1961,2,2,3,1
52599344,6,94551,1961,2,1,5,1
52603289,27,55372,1947,1,1,2,2
52604912,53,98632,1961,2,1,2,2
52633238,48,75070,1976,1,6,6,
52635500,17,60607,1968,2,1,6,1
52695992,48,76063,1953,2,1,3,1
52702088,34,8610,1949,2,1,5,1
52740647,12,33185,1962,1,3,4,2
52751882,48,78218,1954,1,3,3,1
52771844,31,68510,1948,1,1,2,2
52777907,26,48912,1989,1,1,5,1
52778279,11,20007,1990,1,1,3,1
52801202,29,65101,1940,2,1,2,1
52821632,17,60640,1972,1,1,3,1
52833746,20,66048,1949,1,1,5,6
52835894,6,90017,1978,1,1,5,1
52838243,8,81007,1957,1,3,3,2
52883327,27,55371,1945,1,1,1,2
52900238,48,75044,1962,1,1,5,3
52912052,6,92115,1968,1,2,2,1
52918835,34,7501,1974,2,3,5,3
52939550,55,54968,1948,2,1,4,1
52946780,10,19734,1975,2,1,4,2
52996925,55,53209,1956,1,2,3,1
53000390,53,98233,1945,2,1,2,2
53007407,53,99004,1953,2,1,3,1
53026910,55,53406,1930,2,1,4,1
53049635,47,37064,1948,1,1,2,1
53051492,26,49525,1950,2,1,6,1
53062718,21,42064,1941,1,3,2,1
53070446,48,78382,1961,2,1,1,
53091425,47,37130,1967,1,1,2,
53093201,13,31411,1943,1,1,6,6
53097470,24,21158,1939,1,1,6,2
53109209,12,32822,1961,1,3,6,2
53110880,48,78250,1953,1,3,3,1
53118281,29,63401,1948,2,1,4,2
53120933,45,29673,1969,2,2,4,1
53152748,19,52748,1958,2,1,3,2
53162387,6,95765,1938,1,1,2,2
53203220,53,98597,1970,2,1,2,2
53215742,36,14580,1943,1,1,3,2
53222882,42,18930,1952,1,1,5,1
53234036,48,75229,1934,2,1,2,1
53241176,13,30043,1979,2,2,5,3
53246285,39,45342,1952,2,1,6,1
53246615,6,92117,1964,2,1,4,2
53250461,36,11105,1964,2,1,6,1
53254559,29,63361,1959,2,1,3,2
53288069,12,34983,1963,2,1,5,2
53290823,39,43061,1952,2,1,2,
53291135,36,14120,1956,1,1,6,2
53297963,25,1960,1960,2,1,3,2
53299895,23,4259,1948,2,1,2,1
53299979,21,40004,1959,1,7,2,1
53301362,6,94558,1949,2,1,4,1
53302148,24,21740,1945,1,1,2,1
53308433,6,93306,1947,1,3,3,1
53319752,6,95618,1964,1,1,3,2
53328758,42,18088,1958,2,1,3,1
53339858,36,10509,1952,2,1,5,2
53340983,6,90602,1978,2,1,5,1
53341001,15,96815,1954,2,1,6,1
53347382,17,62220,1962,2,1,2,
53347445,39,44139,1967,1,1,2,2
53351954,48,78225,1961,2,1,3,1
53375288,49,84092,1960,1,1,6,1
53389343,39,44124,1957,2,1,5,2
53390453,13,30316,1985,2,2,6,1
53391686,9,6068,1931,2,1,3,1
53396876,13,30121,1967,1,1,6,1
53399468,26,49508,1954,2,1,4,2
53401100,24,21213,1953,2,2,2,1
53401295,25,1201,1963,2,1,3,1
53402636,36,12303,1971,1,1,3,3
53404124,32,89117,1949,1,1,4,2
53420018,36,14214,1957,2,2,5,1
53434817,48,79072,1943,1,3,2,1
53443820,36,13606,1957,2,1,3,2
53473574,22,70788,1957,1,1,2,
53475386,37,27909,1958,1,1,4,1
53509916,18,47403,1931,2,1,2,2
53511983,12,34472,1946,2,1,3,2
53513195,13,30215,1969,1,1,2,2
53522939,29,65625,1966,1,1,2,2
53527535,39,43725,1961,1,1,2,2
53529515,49,84003,1966,1,1,5,5
53536865,12,33917,1971,2,3,3,2
53559350,30,59037,1954,1,1,5,2
53564285,9,6105,1952,1,1,6,1
53580707,10,19711,1957,1,1,5,2
53583140,12,32174,1959,1,1,2,1
53590442,36,10032,1983,1,1,5,4
53609006,29,63012,1962,1,1,3,2
53621162,6,92024,1940,2,1,2,2
53631902,42,18635,1959,1,1,6,2
53632187,6,93065,1966,1,6,5,1
53638946,31,68137,1958,1,7,3,2
53649524,27,55038,1948,2,1,4,1
53651240,53,98682,1952,1,1,5,2
53656625,42,19020,1948,2,1,2,2
53658125,12,32966,1964,2,1,3,1
53668613,6,92648,1942,1,1,6,1
53699360,53,98178,1929,2,1,2,1
53699987,12,32308,1968,1,1,5,2
53712011,27,55316,1945,2,1,2,2
53721335,24,21133,1945,1,2,1,1
53730485,2,99501,1983,1,1,3,6
53734289,34,7033,1960,1,1,6,6
53736143,12,34205,1959,2,1,2,2
53748032,39,45249,1942,1,1,3,2
53771393,19,50501,1957,2,1,4,1
53772959,54,25306,1984,1,1,2,6
53778596,39,43964,1946,2,1,2,1
53780999,51,22102,1986,2,1,5,2
53799053,26,48178,1956,1,1,5,2
53831378,18,47977,1952,2,1,4,2
53843291,27,55063,1949,1,1,4,1
53848019,49,84107,1988,2,1,3,5
53854535,41,97236,1950,1,1,3,1
53865233,45,29485,1959,2,1,4,2
53866883,4,85302,1935,2,1,2,3
53871908,36,10304,1953,1,1,6,1
53895875,33,3867,1962,2,1,5,6
53898137,42,18519,1957,1,1,2,2
53909462,34,8889,1952,2,1,4,2
53926847,40,74403,1990,1,1,3,3
53932247,26,48915,1983,2,1,5,1
53982635,53,98335,1944,1,1,4,2
54002297,12,32738,1948,2,1,2,2
54038969,4,85204,1956,1,1,6,2
54056762,25,1201,1937,2,1,5,1
54057383,36,11216,1950,1,2,3,1
54058382,26,48220,1979,2,1,5,1
54065504,26,48117,1967,2,5,4,2
54073772,54,25045,1940,2,1,2,7
54075017,29,63376,1948,2,1,3,1
54076520,39,45042,1958,2,1,4,2
54083264,17,60110,1964,2,1,2,1
54088859,48,77093,1945,2,1,1,2
54092057,6,93401,1945,2,1,3,2
54106586,12,33844,1948,2,2,2,1
54107762,17,61401,1956,1,1,2,1
54109535,41,97404,1981,2,1,5,2
54110597,13,31096,1979,1,1,2,2
54113843,42,18471,1954,1,1,3,2
54117638,12,32119,1948,1,1,5,2
54120896,23,4563,1966,1,1,3,2
54121880,31,68134,1960,2,2,3,1
54125579,17,60462,1953,2,1,5,2
54130286,48,77089,1947,1,3,3,1
54135074,34,8527,1957,2,1,6,1
54135389,1,36009,1968,1,1,4,2
54154949,42,19033,1967,2,1,2,2
54158087,36,13850,1960,2,1,5,1
54167018,39,44314,1965,2,1,2,2
54188942,36,12803,1989,1,1,4,3
54202469,36,11701,1974,2,5,5,1
54224684,21,42001,1976,1,1,6,2
54276182,42,18704,1956,1,1,4,1
54302996,12,32257,1975,2,1,5,1
54323216,49,84102,1979,1,1,5,1
54329894,36,11566,1932,2,1,6,2
54347336,53,98133,1979,1,1,6,1
54389105,25,1906,1947,2,1,6,2
54414167,51,23223,1969,2,1,6,1
54421418,12,34608,1960,1,1,2,2
54421598,51,22303,1964,1,1,6,1
54422996,12,33009,1958,1,1,1,4
54423206,29,65810,1936,2,1,2,1
54423710,26,48374,1955,2,1,2,2
54425081,32,89032,1939,2,1,2,2
54428336,6,92694,1949,2,1,1,1
54434396,13,30711,1963,1,1,2,2
54436388,12,33321,1975,2,1,6,2
54450368,12,33308,1954,2,1,6,1
54459680,17,62702,1973,1,1,3,3
54465140,36,11590,1963,2,1,5,2
54469721,18,47725,1987,1,1,3,2
54470045,12,34771,1961,2,1,6,2
54471944,34,8551,1943,2,1,2,2
54477593,12,32720,1952,1,1,3,2
54479300,12,32506,1965,1,3,2,2
54481037,25,2571,1945,1,1,6,2
54483863,47,38120,1937,1,1,5,2
54488519,13,30134,1950,1,,3,
54506840,13,30252,1963,1,1,2,
54507419,12,33305,1939,1,1,2,2
54518228,42,17847,1962,1,1,6,2
54529184,39,43213,1965,2,1,1,1
54534359,48,76705,1969,1,6,3,2
54535007,6,93063,1943,2,1,1,2
54543830,12,33139,1967,2,1,6,2
54551726,50,5851,1952,2,1,2,2
54553295,8,80015,1960,2,3,3,2
54560714,32,89015,1963,2,1,2,2
54563429,48,75167,1939,1,1,2,2
54571796,6,90505,1959,2,1,5,1
54573170,22,70001,1967,1,1,4,2
